有一点儿	有一点儿 abit
人民	人民 thepeople
首相	首相 thePrimeMinister
丞相	丞相 thePrimeMinister
总理	总理 thePrimeMinister
公众	公众 thepublic
民众	民众 thepublic
那儿	那儿 there
如今	如今 thesedays
触觉	触觉 thesenseoftouch
联邦	联邦 theUnion
厚的	厚的 thick
浓的	浓的 thick
粗的	粗的 thick
小偷	小偷 thief
瘦的	瘦的 thin
薄的	薄的 thin
东西	东西 thing
物品	物品 thing
用品	用品 thing
思考	思考 think thought
思索	思索 thinking
第三	第三 third
口渴	口渴 thirst
渴的	渴的 thirsty
十三	十三 thirteen
三十	三十 thirty
纱线	纱线 thread
喉咙	喉咙 throat
贯穿	贯穿 throughout
摔倒	摔倒 throw
扔掉	扔掉 throwaway throwoff
摆脱	摆脱 throwoff
呕吐	呕吐 throwup
猛刺	猛刺 thrustatsomebody
这样	这样 thus
因而	因而 thus
潮水	潮水 tide
整洁	整洁 tidy
领结	领结 tie
老虎	老虎 tiger
紧的	紧的 tight
紧地	紧地 tightly
直到	直到 till until
木料	木料 timber
木材	木材 timber wood
次数	次数 time
时间	时间 time
钟点	钟点 time
多次	多次 timeandtimeagain
一罐	一罐 tin
木端	木端 tip
轮胎	轮胎 tire tyre
车胎	车胎 tire tyre
累的	累的 tired
书名	书名 title
头衔	头衔 title
烟草	烟草 tobacco
烟叶	烟叶 tobacco
托德	托德 Tod
今天	今天 today
当前	当前 today
应讨	应讨 todealwith
一起	一起 together
厕所	厕所 toilet
东京	东京 Tokyo
汤姆	汤姆 Tom
蕃茄	蕃茄 tomato
坟墓	坟墓 tomb
明天	明天 tomorrow
舌头	舌头 tongue tongue
方言	方言 tongue
口语	口语 tongue
今晚	今晚 tonight
过分	过分 too
工具	工具 tool
用具	用具 tool
牙齿	牙齿 tooth
逃学	逃学 toplaytruant
乌龟	乌龟 tortoise
龟甲	龟甲 tortoiseshell
总的	总的 total
合计	合计 total
中肯	中肯 tothepoint
扼要	扼要 tothepoint
接触	接触 touch
触摸	触摸 touch
够着	够着 touch
观光	观光 tour tourism
对于	对于 toward
市镇	市镇 town
城镇	城镇 town
玩具	玩具 toy
玩物	玩物 toy
跑道	跑道 track
贸易	贸易 trade trade
行业	行业 trade
经商	经商 trade trade
交易	交易 trade
工会	工会 tradeunion
交通	交通 traffic
车辆	车辆 traffic
小径	小径 trail
训练	训练 train training
拖裙	拖裙 train
教练	教练 trainer
培训	培训 training
恍惚	恍惚 trance
出神	出神 trance
发呆	发呆 trance
翻译	翻译 translate translation
译文	译文 translation
运输	运输 transport
财富	财富 treasure wealth
对待	对待 treat treatment
疗法	疗法 treatment
发抖	发抖 tremble
摇晃	摇晃 tremble
试用	试用 trial
诡计	诡计 trick
计谋	计谋 trick
淌滴	淌滴 trickle
细流	细流 trickle
部队	部队 troop
烦恼	烦恼 trouble worry
长裤	长裤 trousers
象鼻	象鼻 trunk
真理	真理 truth
真实	真实 truth
真相	真相 truth
审问	审问 try
试穿	试穿 tryon
坑道	坑道 tunnel
地道	地道 tunnel
隧道	隧道 tunnel
草皮	草皮 turf
旋转	旋转 turn whirl
转动	转动 turn work
翻转	翻转 turn
转变	转变 turn
背叛	背叛 turnagainst
关小	关小 turndown
调低	调低 turndown
特纳	特纳 Turner
交出	交出 turnin
关掉	关掉 turnoff
旋开	旋开 turnon
翻到	翻到 turnover turnto
翻身	翻身 turnover
转向	转向 turnto
长牙	长牙 tusk
两次	两次 twice
孪生	孪生 twins
盘旋	盘旋 twist
缠绕	缠绕 twist wind
类型	类型 type
样式	样式 type
打字	打字 type
雨伞	雨伞 umbrella
姨父	姨父 uncle
姑夫	姑夫 uncle
姨夫	姨夫 uncle
明白	明白 understand
领悟	领悟 understanding
谅解	谅解 understanding
制服	制服 uniform
团结	团结 union unite
单位	单位 unit
单元	单元 unit
统一	统一 unite
宇宙	宇宙 universe
大学	大学 university
除非	除非 unless
开门	开门 unload
箱等	箱等 unload
骚动	骚动 unrest
无私	无私 unselfishness
慷慨	慷慨 unselfishness
解开	解开 unwrap
起来	起来 up
向上	向上 up upward
上边	上边 upside
上部	上部 upside
倒转	倒转 upsidedown
颠倒	颠倒 upsidedown
催促	催促 urge
我们	我们 us we
使用	使用 use use
应用	应用 use
用途	用途 use
往常	往常 usually
休假	休假 vacation
流域	流域 valley valley
山谷	山谷 valley
价值	价值 value
益处	益处 value
蒸气	蒸气 vapour
种种	种种 variety
花瓶	花瓶 vase
蔬菜	蔬菜 vegetable
金星	金星 Venus
动词	动词 verb
胜利	胜利 victory
录像	录像 video
视域	视域 view
村庄	村庄 village
乡村	乡村 village
村民	村民 villager
德行	德行 virtue
词汇	词汇 vocabulary
嗓音	嗓音 voice
嗓子	嗓子 voice
排球	排球 volleyball
投票	投票 vote
腰部	腰部 waist
背心	背心 waistcoat
马甲	马甲 waistcoat
等候	等候 wait waitfor
侍者	侍者 waiter
等待	等待 waitfor
醒来	醒来 wake wakeup woke woken
弄醒	弄醒 wakeup
叫醒	叫醒 wakeup
钱夹	钱夹 wallet
皮夹	皮夹 wallet
徘徊	徘徊 wander
流浪	流浪 wander
漫游	漫游 wander
战争	战争 war
警告	警告 warn warning
告诫	告诫 warn
警报	警报 warning warningmessage
军舰	军舰 warship
战舰	战舰 warship
战时	战时 wartime
冲走	冲走 washaway
冲垮	冲垮 washaway
浪费	浪费 waste
废料	废料 waste
看守	看守 watch
守卫	守卫 watch
手表	手表 watch
怀表	怀表 watch
监视	监视 watchover
岗楼	岗楼 watchtower
浇水	浇水 water
瀑布	瀑布 waterfall
波浪	波浪 wave
挥手	挥手 wave
挥动	挥动 wave
波动	波动 wave
路途	路途 way
弱的	弱的 weak
差的	差的 weak
衰弱	衰弱 weakness
虚弱	虚弱 weakness
天气	天气 weather
婚礼	婚礼 wedding
纪念	纪念 wedding
杂草	杂草 weed
野草	野草 weed
星期	星期 week
周末	周末 weekend
哭泣	哭泣 weep
重量	重量 weight
欢迎	欢迎 welcome
泉水	泉水 well
深坑	深坑 well
西部	西部 west
西方	西方 west
湿的	湿的 wet
潮的	潮的 wet
小麦	小麦 wheat
车轮	车轮 wheel
机轮	机轮 wheel
轮椅	轮椅 wheelchair
何时	何时 when
每当	每当 whenever
随时	随时 whenever
哪些	哪些 which
抽打	抽打 whip
低语	低语 whisper
耳语	耳语 whisper
私语	私语 whisper
啸叫	啸叫 whistle
口哨	口哨 whistle
怀特	怀特 White
白色	白色 white
苍白	苍白 whiteness
谁的	谁的 whose
妻子	妻子 wife
野的	野的 wild
荒野	荒野 wild
野外	野外 wild
愿意	愿意 will willing
遗嘱	遗嘱 will
意志	意志 will
愿望	愿望 will wish
乐意	乐意 willing
获取	获取 win
卷绕	卷绕 wind
窗子	窗子 window
翅膀	翅膀 wing
冬天	冬天 winter
冬季	冬季 winter
擦净	擦净 wipe
擦干	擦干 wipe
擦去	擦去 wipeoff
电线	电线 wire
智慧	智慧 wisdom
才智	才智 wisdom
祝愿	祝愿 wish
带有	带有 with
妇女	妇女 woman
女人	女人 woman
奇迹	奇迹 wonder
奇观	奇观 wonder
树林	树林 wood
樵夫	樵夫 woodcutter
林区	林区 woodland
羊毛	羊毛 wool
单词	单词 word
干活	干活 work
著作	著作 work
作品	作品 work
工人	工人 worker
工友	工友 workmate
算出	算出 workout
世界	世界 world
蠕虫	蠕虫 worm
发愁	发愁 worry
困扰	困扰 worry
烦人	烦人 worry
崇拜	崇拜 worship
爱慕	爱慕 worship
创伤	创伤 wound
伤口	伤口 wound
摔跤	摔跤 wrestling
摔角	摔角 wrestling
手腕	手腕 wrist
书写	书写 write
写下	写下 write writedown
写信	写信 write
著述	著述 write
武术	武术 wushu
X光	X光 Xray
年年	年年 yearafteryear yearbyyear
每年	每年 yearafteryear yearbyyear
黄色	黄色 yellow
昨天	昨天 yesterday
你们	你们 you
你的	你的 your yours
陛下	陛下 YourMajesty
青春	青春 youth
青年	青年 youth
零点	零点 zero
零度	零度 zero
范围	范围 zone
做	做 act do made make take
加	加 add plus
事	事 affair
怕	怕 afraid
再	再 again
又	又 again and aswell
啊	啊 ah eh
全	全 all
都	都 all bothand
也	也 also aswell so too
是	是 am are be is yes
量	量 amount measure quantity
一	一 an one themoment
和	和 and
怒	怒 anger
踝	踝 ankle
蚁	蚁 ant
箭	箭 arrow
像	像 asas belike like
灰	灰 ash
问	问 ask
在	在 at in
但	但 atthesametime
姨	姨 aunt
姑	姑 aunt
婶	婶 aunt
醒	醒 awake wake wakeup woke woken
烤	烤 bake
烘	烘 bake
秤	秤 balance
球	球 ball globe
竹	竹 bamboo
岸	岸 bank shore
堤	堤 bank
棒	棒 bar cane stick
杆	杆 bar pole
吠	吠 bark
叫	叫 bark
浸	浸 bathe dip
洗	洗 bathe wash
湾	湾 bay
能	能 beableto can
会	会 beableto can meet meeting met should society will
豆	豆 bean
熊	熊 bear
兽	兽 beast
美	美 beauty
床	床 bed
物	物 being object
人	人 being fellow human humanbeing man people person
钟	钟 bell
铃	铃 bell
带	带 belt
兆	兆 billion
捆	捆 bind pack packet wrap
绑	绑 bind
鸟	鸟 bird
咬	咬 bite strike
血	血 blood
花	花 bloom flower
吹	吹 blow
艇	艇 boat
骨	骨 bone
书	书 book
借	借 borrow
双	双 both double
两	两 both
瓶	瓶 bottle vase
底	底 bottom
碗	碗 bowl
砖	砖 brick
桥	桥 bridge
溪	溪 brook
桶	桶 bucket
碰	碰 bump
撞	撞 bump hit
葬	葬 bury
忙	忙 busy
买	买 buy
被	被 by
由	由 by by from
用	用 by by in use
乘	乘 by multiply
最	最 byfar
笼	笼 cage
饼	饼 cake
糕	糕 cake
棍	棍 cane stick
刻	刻 carve
猫	猫 cat
捉	捉 catch seize
牛	牛 cattle
洞	洞 cave hole opening
穴	穴 cave opening
分	分 cent divide penny
好	好 certainly good OK okay well yes
链	链 chain
章	章 chapter
回	回 chapter
炭	炭 charcoal
贱	贱 cheap
嚼	嚼 chew
哽	哽 choke
噎	噎 choke
砍	砍 chop cut
伐	伐 chop
班	班 class
课	课 class lesson
爬	爬 climb crawl
关	关 close turnoff
闭	闭 close
布	布 cloth
云	云 cloud
煤	煤 coal
柱	柱 column pole
来	来 come
落	落 comedown set
洲	洲 continent
煮	煮 cook
烧	烧 cook
凉	凉 cool
弦	弦 cord
罩	罩 cover covering
套	套 covering service
榨	榨 crush
挤	挤 crush
哭	哭 cry
喊	喊 cry shout
杯	杯 cup
帘	帘 curtain
幕	幕 curtain
切	切 cut
割	割 cut
敢	敢 dare
天	天 day heaven sky
日	日 day
呵	呵 Dearme
死	死 death die loseone'slife
深	深 deep depth
鹿	鹿 deer
窝	窝 den nest
局	局 department
司	司 department
处	处 department
挖	挖 dig
掘	掘 dig pick
蘸	蘸 dip
脏	脏 dirty
病	病 disease illness
盘	盘 dish
碟	碟 dish
区	区 district
干	干 do dry
狗	狗 dog
元	元 dollar
门	门 door
下	下 down
拉	拉 drag draw pull
拖	拖 drag pull
龙	龙 dragon
画	画 draw
牵	牵 draw
图	图 drawing
梦	梦 dream
钻	钻 drill
喝	喝 drink
滴	滴 drop trickle
药	药 drug medicine medicine
鼓	鼓 drum
鸭	鸭 duck
染	染 dye
早	早 early
土	土 earth
泥	泥 earth mud
东	东 east
吃	吃 eat
边	边 edge side
版	版 edition
蛋	蛋 egg
嗯	嗯 eh er
八	八 eight
电	电 electricity
连	连 even
更	更 even
脸	脸 face
家	家 family home
快	快 fast quickly
摸	摸 feel
触	触 feel
地	地 field
满	满 fill
火	火 fire
鱼	鱼 fish
五	五 five
旗	旗 flag
肉	肉 flesh meat
粉	粉 flour powder
流	流 flow
飞	飞 fly
雾	雾 fog
傻	傻 foolish
脚	脚 foot
足	足 foot
为	为 for
往	往 for
向	向 for to toward
的	的 for of
叉	叉 fork
四	四 four
蛙	蛙 frog
从	从 from
自	自 from
距	距 from
皮	皮 fur skin
代	代 generation
逃	逃 getaway
离	离 getaway
握	握 getholdof
鳃	鳃 gill
给	给 give hand
生	生 givebirthto
胶	胶 glue
去	去 go
走	走 go walk
神	神 god
鹅	鹅 goose
抢	抢 grab
克	克 gram
草	草 grass
很	很 greatly much quilt so very
群	群 group
猜	猜 guess
枪	枪 gun
炮	炮 gun
哈	哈 ha
嘿	嘿 ha
半	半 half
手	手 hand
递	递 hand
柄	柄 handle
悬	悬 hang
挂	挂 hang
仅	仅 hardly just
才	才 hardly
有	有 has have
鹰	鹰 hawk
他	他 he him
头	头 head
听	听 hearing listen listento
心	心 heart
热	热 heat
踵	踵 heel
高	高 height high
拿	拿 held hold take
抱	抱 held hold takesthinone'sarms
喂	喂 hello hi
她	她 her she
嗨	嗨 hey hi
藏	藏 hide
打	打 hit knock strike
坑	坑 hole pit
孔	孔 hole
跳	跳 hop jump skip
马	马 horse
百	百 hundred
我	我 I me
冰	冰 ice
虫	虫 insect worm
铁	铁 iron
岛	岛 island isle
它	它 it
缸	缸 jar
颚	颚 jaw
颏	颏 jaw
琼	琼 Joan
乔	乔 Joe
汁	汁 juice
液	液 juice
踢	踢 kick
吻	吻 kiss
敲	敲 knock knockat
击	击 knock strike
放	放 laid lay put set set
搁	搁 laid lay set
躺	躺 lain lay lie
卧	卧 lain lay lie
湖	湖 lake
灯	灯 lamp
笑	笑 laugh laughter
法	法 law
铅	铅 lead
叶	叶 leaf
渗	渗 leak
靠	靠 lean
腿	腿 leg
长	长 length long
让	让 let
信	信 letter
舔	舔 lick
光	光 light
象	象 like
线	线 line thread
排	排 line
行	行 line OK
表	表 list
升	升 litre liter
装	装 load
锁	锁 lock
看	看 look lookat regard saw see seen
瞧	瞧 look
爱	爱 love
低	低 low
浅	浅 low
矮	矮 low
团	团 lump mass
肺	肺 lung
造	造 make
块	块 mass
米	米 metre meter rice
奶	奶 milk
毋	毋 Mmm
钱	钱 money
月	月 month
霉	霉 mould
山	山 mountain
鼠	鼠 mouse rat
嘴	嘴 mouth
多	多 much
钉	钉 nail
颈	颈 neck
针	针 needle
巢	巢 nest
窠	窠 nest
网	网 net web
夜	夜 night
九	九 nine
不	不 no not without
北	北 north
没	没 not
数	数 number
哦	哦 oh
油	油 oil
对	对 OK okay
只	只 only
出	出 out
氧	氧 oxygen
步	步 pace
包	包 packet wrap
页	页 page
疼	疼 pain
宫	宫 palace
纸	纸 paper
过	过 past
路	路 path road route way
型	型 pattern type
梨	梨 pear
摘	摘 pick
镐	镐 pick
张	张 piece
篇	篇 piece
首	首 piece
猪	猪 pig
堆	堆 pile
玩	玩 play
请	请 please
犁	犁 plough
耕	耕 plough
羊	羊 plsheep sheep
诗	诗 poem
点	点 point spot
指	指 point referto
极	极 pole
钋	钋 polonium
港	港 port
罐	罐 pot
锅	锅 pot
壶	壶 pot
磅	磅 pound
倒	倒 pour
注	注 pour
灌	灌 pour
权	权 power
力	力 power
省	省 province
拔	拔 pull
穿	穿 pullon puton wear
戴	戴 pullon wear
泵	泵 pump
推	推 push
摆	摆 put
贴	贴 putup
镭	镭 radium
雨	雨 rain
读	读 read
卷	卷 reel set wrap
绕	绕 reel
话	话 remark saying word
说	说 remark said say speak
还	还 return still
稻	稻 rice
右	右 right
环	环 ring
江	江 river
河	河 river
摇	摇 rock
辊	辊 roller
顶	顶 roof
根	根 root
绳	绳 rope
索	索 rope
烂	烂 rot
尺	尺 ruler
跑	跑 run
冲	冲 rush
奔	奔 rush
讲	讲 said say speak
帆	帆 sail
篷	篷 sail
卖	卖 sale sell sold
盐	盐 salt
沙	沙 sand
坐	坐 sat sit
救	救 save
抓	抓 scratch seize strike
擦	擦 scratch wipe
海	海 sea
季	季 season
座	座 seat
秒	秒 second
段	段 section
售	售 sell sold
送	送 send sent
副	副 service
镶	镶 set
嵌	嵌 set
七	七 seven
性	性 sex
棚	棚 shed
船	船 ship
鞋	鞋 shoe
苗	苗 shoot
芽	芽 shoot
滨	滨 shore
将	将 should will
面	面 side
见	见 sight
丝	丝 silk
绸	绸 silk
绢	绢 silk
蚕	蚕 silkworm
银	银 silver
唱	唱 sing
六	六 six
蹦	蹦 skip
掴	掴 slap
睡	睡 sleep
滑	滑 slide
溜	溜 slip
闻	闻 smell
嗅	嗅 smell smelt
味	味 smell
烟	烟 smoke
蛇	蛇 snake
雪	雪 snow
歌	歌 song
汤	汤 soup
南	南 south
矛	矛 spear
种	种 species
泼	泼 splash
溅	溅 splash
匙	匙 spoon
喷	喷 spray
泉	泉 spring
站	站 stand station stood
星	星 star
盯	盯 stare
州	州 state
所	所 station
呆	呆 stay
偷	偷 steal
汽	汽 steam
钢	钢 steel
茎	茎 stem
伸	伸 stick
塞	塞 stick
胃	胃 stomach
街	街 street
糖	糖 sugar
吞	吞 swallow
咽	咽 swallow
汗	汗 sweat
扫	扫 sweep swept
游	游 swim
剑	剑 sword
刀	刀 sword
取	取 take
槽	槽 tank
教	教 taught teach
税	税 tax
茶	茶 tea
队	队 team
组	组 team
十	十 ten
词	词 term word
比	比 than
那	那 that
就	就 themoment
贼	贼 thief
想	想 think thought
渴	渴 thirst
这	这 this
千	千 thousand
三	三 three
投	投 threw throw thrown
掷	掷 threw throw thrown
扔	扔 threw throw thrown
刺	刺 thrust
戳	戳 thrust
插	插 thrust
票	票 ticket
券	券 ticket
潮	潮 tide
系	系 tie
拴	拴 tie
扎	扎 tie
次	次 time
梢	梢 tip
尖	尖 tip
累	累 tired
到	到 to
吨	吨 ton
舌	舌 tongue
太	太 too
朝	朝 toward
塔	塔 tower
树	树 tree
试	试 try
翻	翻 turn turnover
转	转 turn
开	开 turnon
拧	拧 twist
二	二 two
式	式 type
伞	伞 umbrella
叔	叔 uncle
伯	伯 uncle
舅	舅 uncle
铀	铀 uranium
气	气 vapour
藤	藤 vine
醋	醋 vinegar
善	善 virtue
德	德 virtue
腰	腰 waist
等	等 wait
墙	墙 wall
要	要 want will
水	水 water
波	波 wave
蜡	蜡 wax
织	织 weave
编	编 weave
周	周 week
重	重 weigh weight
井	井 well
西	西 west
鲸	鲸 whale
轮	轮 wheel
白	白 whiteness
谁	谁 who whom
风	风 wind
窗	窗 window
酒	酒 wine
翅	翅 wing
翼	翼 wing
愿	愿 wish
